,File,Time,Q
101,/run/media/einstein/Elements/CR160_data/CR160_-1353V_LED_3.7V_1kHz_29.8ns_20us_SyncTrigger/C4--w--02716.csv,1.2074865e-05,-1.3009993760002024e-11
102,/run/media/einstein/Elements/CR160_data/CR160_-1353V_LED_3.7V_1kHz_29.8ns_20us_SyncTrigger/C4--w--02774.csv,1.3255429e-06,2.5990427059999617e-11
103,/run/media/einstein/Elements/CR160_data/CR160_-1353V_LED_3.7V_1kHz_29.8ns_20us_SyncTrigger/C4--w--02774.csv,2.0491429e-06,-2.2234272071999961e-10
104,/run/media/einstein/Elements/CR160_data/CR160_-1353V_LED_3.7V_1kHz_29.8ns_20us_SyncTrigger/C4--w--02774.csv,1.3247429e-06,2.5125844359999746e-11
105,/run/media/einstein/Elements/CR160_data/CR160_-1353V_LED_3.7V_1kHz_29.8ns_20us_SyncTrigger/C4--w--02736.csv,6.6061979e-07,1.8802930160000267e-11
106,/run/media/einstein/Elements/CR160_data/CR160_-1353V_LED_3.7V_1kHz_29.8ns_20us_SyncTrigger/C4--w--02736.csv,6.5921979e-07,1.8917513260000276e-11
107,/run/media/einstein/Elements/CR160_data/CR160_-1353V_LED_3.7V_1kHz_29.8ns_20us_SyncTrigger/C4--w--02736.csv,6.5521979e-07,1.8813346460000234e-11
108,/run/media/einstein/Elements/CR160_data/CR160_-1353V_LED_3.7V_1kHz_29.8ns_20us_SyncTrigger/C4--w--02806.csv,8.7597997e-06,5.479251638000176e-11
109,/run/media/einstein/Elements/CR160_data/CR160_-1353V_LED_3.7V_1kHz_29.8ns_20us_SyncTrigger/C4--w--02806.csv,8.7393997e-06,5.563626390000106e-11
110,/run/media/einstein/Elements/CR160_data/CR160_-1353V_LED_3.7V_1kHz_29.8ns_20us_SyncTrigger/C4--w--02816.csv,7.4112605e-06,2.7135847340000283e-11
111,/run/media/einstein/Elements/CR160_data/CR160_-1353V_LED_3.7V_1kHz_29.8ns_20us_SyncTrigger/C4--w--02818.csv,1.840718e-05,6.438585172000338e-11
112,/run/media/einstein/Elements/CR160_data/CR160_-1353V_LED_3.7V_1kHz_29.8ns_20us_SyncTrigger/C4--w--02841.csv,1.1530757e-05,3.557375685999678e-11
113,/run/media/einstein/Elements/CR160_data/CR160_-1353V_LED_3.7V_1kHz_29.8ns_20us_SyncTrigger/C4--w--02851.csv,1.4174656e-05,4.577166742000184e-11
114,/run/media/einstein/Elements/CR160_data/CR160_-1353V_LED_3.7V_1kHz_29.8ns_20us_SyncTrigger/C4--w--02891.csv,1.2191286e-05,3.604208524000027e-11
