File,Q,pedestal,a,b,lead_index1,lead_index2,raise_time,r2
/run/media/einstein/Elements/CR160_data/CR160_-1400V_LED_3.7V_1kHz_29.8ns_20us_SyncTrigger/C4--w--02706.csv,-2.887499552621889e-11,0.0002582293821357,-299705.91380434774,-0.04377237132627748,1632,1656,8.063182588002367e-09,0.9255911015109729
/run/media/einstein/Elements/CR160_data/CR160_-1400V_LED_3.7V_1kHz_29.8ns_20us_SyncTrigger/C4--w--02748.csv,-5.197914659430002e-11,0.000265506469461,-1053113.3791208826,-0.07237729254814292,1829,1842,5.228061180045861e-09,0.9628370348337169
/run/media/einstein/Elements/CR160_data/CR160_-1400V_LED_3.7V_1kHz_29.8ns_20us_SyncTrigger/C4--w--02769.csv,-4.104166362366607e-11,0.000235774302994,-746017.6948529476,-0.10265957481120344,1655,1671,5.5610201621463515e-09,0.9484907782082127
/run/media/einstein/Elements/CR160_data/CR160_-1400V_LED_3.7V_1kHz_29.8ns_20us_SyncTrigger/C4--w--02784.csv,-4.1729154389664725e-11,0.0002086410646706,-961538.4862637437,-0.13956000674368133,1637,1650,5.0719892353833295e-09,0.9529660890254135
/run/media/einstein/Elements/CR160_data/CR160_-1400V_LED_3.7V_1kHz_29.8ns_20us_SyncTrigger/C4--w--02787.csv,-4.614584572050557e-11,0.0002476255928143,-976991.2472527669,-0.15268101494426045,1609,1623,6.132538537165939e-09,0.9266477439806572
/run/media/einstein/Elements/CR160_data/CR160_-1400V_LED_3.7V_1kHz_29.8ns_20us_SyncTrigger/C4--w--02804.csv,-5.0875001902750766e-11,0.0002455464171656,-707990.1917582317,-0.10518887289173476,1629,1643,6.341575329712563e-09,0.9601929810542797
/run/media/einstein/Elements/CR160_data/CR160_-1400V_LED_3.7V_1kHz_29.8ns_20us_SyncTrigger/C4--w--02821.csv,-4.9562500899048885e-11,0.0002858823916167,-1102907.9505494428,-0.09760295299504482,1779,1793,4.855681664662434e-09,0.9676666637758399
/run/media/einstein/Elements/CR160_data/CR160_-1400V_LED_3.7V_1kHz_29.8ns_20us_SyncTrigger/C4--w--02838.csv,-4.335414793049576e-11,0.0002365020087824,-995228.9160839105,-0.15356188349512448,1614,1626,4.169092698142719e-09,0.9558933343868462
/run/media/einstein/Elements/CR160_data/CR160_-1400V_LED_3.7V_1kHz_29.8ns_20us_SyncTrigger/C4--w--02940.csv,-4.006250878928461e-11,0.0002117598221556,-887133.8736263635,-0.13682154676877709,1615,1628,5.218386982339775e-09,0.9722785815666666
/run/media/einstein/Elements/CR160_data/CR160_-1400V_LED_3.7V_1kHz_29.8ns_20us_SyncTrigger/C4--w--02791.csv,-2.895832782528518e-11,0.0002389970176646,-130017.20216275658,-0.02006903542943427,1622,1654,1.52636234369005e-08,0.7767000134415994
/run/media/einstein/Elements/CR160_data/CR160_-1400V_LED_3.7V_1kHz_29.8ns_20us_SyncTrigger/C4--w--02811.csv,-3.641665251802382e-11,0.0002703925985029,-721726.0267857169,-0.11038132778741554,1617,1632,4.747388831274072e-09,0.9706752792813704
/run/media/einstein/Elements/CR160_data/CR160_-1400V_LED_3.7V_1kHz_29.8ns_20us_SyncTrigger/C4--w--02813.csv,-4.860415593224592e-11,0.0002058341672654,-817021.9642857128,-0.13136247455108552,1599,1612,5.1504164119886365e-09,0.9801617557593965
/run/media/einstein/Elements/CR160_data/CR160_-1400V_LED_3.7V_1kHz_29.8ns_20us_SyncTrigger/C4--w--02816.csv,-4.0145832997654126e-11,0.0002208042425149,-950611.4248251595,-0.16141510969561138,1576,1588,4.965203731777214e-09,0.9630134763989058
/run/media/einstein/Elements/CR160_data/CR160_-1400V_LED_3.7V_1kHz_29.8ns_20us_SyncTrigger/C4--w--02818.csv,-2.347915815236951e-11,0.0002474176598802,-745738.6704545489,-0.09462586180893794,1684,1695,4.346388696630822e-09,0.9539033228608438
/run/media/einstein/Elements/CR160_data/CR160_-1400V_LED_3.7V_1kHz_29.8ns_20us_SyncTrigger/C4--w--02845.csv,-5.152079738111335e-11,0.0002912882668662,-1035942.71428571,-0.14455972235069944,1652,1666,5.173736481354119e-09,0.9888083872326484
/run/media/einstein/Elements/CR160_data/CR160_-1400V_LED_3.7V_1kHz_29.8ns_20us_SyncTrigger/C4--w--02853.csv,-4.541667939114536e-11,0.0002616600335329,-425475.6562500011,-0.05517530054166325,1676,1692,6.469615796794057e-09,0.9430108265409307
